source,text,sentiment,confidence
youtube_comment,"Sony rotted away their business forward with me. 
Xbox can be a hero, but they are opportunists with disc downloads. No! Put the full game on discs to sell!!",neutral,0.7106
youtube_comment,"All the arguments by companies about physical media are made null and void by the simple fact that they would have made their money back if they actually were selling games,which they arent because they refuse to listen to the customers about what they actually want, good games and not agenda driven slop, it doesn't matter how much profit you are making cutting the cost  of making physical media if you don't sell any games people are willing to pay for in the first place.",neutral,0.5057
youtube_comment,"I dont know how Sony think this would turn out in the EU. Not because of the games (recent events showed that they dont give fuck about those), but their store. Apple got bent over because of their app store (/because its is the only option) and etc. so the EU isnt shy to sue the big boys because of monopolies. It is pretty obvious that Sony would get a monopoly with these changes (eventually; when they release the PS6 latest). 

If they would plan to do what XBOX seemingly planned before their new boss took over with the ""Steam collab"" I think they would have gotten away with it.",neutral,0.6198
youtube_comment,"Sony: You will not own physical media and learn to live with it

Us: You will not get our hard earned physical money and you will learn to live with it",neutral,0.9031
youtube_comment,"If they don't reverse this decision, they will see their profits drop by around 20% in 2028. Not like they have really been doing that well with their first party output with their idiotic focus on live service slop. If there are no more discs, there is no reason to stay on their platform. Many people will go elsewhere to get physical games or go to PC.",negative,0.9438
youtube_comment,Sony Ent Television should not favour a  participant from a particular community. We want to see an Indian Idol on singers multiple quality and merit basis .Selection should not be made on only Kamwali singing basis?,neutral,0.9358
youtube_comment,1oo vote for Jyotirmayee,neutral,0.9047
youtube_comment,Vote for Jyotirmayee,neutral,0.9228
youtube_comment,Cheap scripted mediocres singing same type of songs.,neutral,0.8714
youtube_comment,Love you sanu da you are the king of kings ( melody )❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,neutral,0.88
youtube_comment,You all are mad & crack because classic is kumar sanu why you don't bring him . This episode is very very very very empty,negative,0.6616
youtube_comment,I'm here only for Anuradha ji ❤,neutral,0.9253
youtube_comment,Anshika ♥️♥️♥️♥️,neutral,0.8172
youtube_comment,"Great to hear and see and iconic songs with stalwarts of 90’s and 2000 
Fantastic episode ❤
One point from safety aspect .. take care of speaker phod action",neutral,0.8773
youtube_comment,మా వీడియోలు చూస్తున్న ప్రతి ఒక్కరికి పేరుపేరునా ధన్యవాదాలు 🙏🙏🙏 మీరు మాకు ఇంత సపోర్ట్ గా ఉన్నారు కాబట్టి మేము ఇన్ని రకాల సాంగ్స్ వెబ్ సిరీస్ షార్ట్ వీడియోస్ ఇంకా కొత్త కొత్త వీడియోలు చేయాలని మోటివేషన్ ని మాకు ఇస్తున్నారు మేం కూడా మీకు మంచి మంచి వీడియోలు అందించాలనే ఈ ప్రయత్నంలో ఈ సాంగ్ కూడా చేసాం  యూటర్న్స్ ఫ్యామిలీ మొత్తం మీకు రుణపడి ఉంటది  thank you all❤️❤️❤️,neutral,0.7554
youtube_comment,Party super mop ❤❤❤❤❤❤❤❤❤,neutral,0.9106
youtube_comment,Super anna,neutral,0.9077
youtube_comment,Inka kocham expect chasamu me nuchi but nyc inka except chasanu bro song lo dance kocham thakuva ayindi ani,neutral,0.8965
youtube_comment,Flop😂,neutral,0.9052
youtube_comment,Nice dance 😊😊,neutral,0.8966
youtube_comment,Very nice,neutral,0.7947
youtube_comment,Yashu Sony super ❤❤❤❤,neutral,0.9002
youtube_comment,Super❤❤❤❤❤❤❤❤❤❤❤❤❤❤,neutral,0.9052
youtube_comment,❤❤❤❤❤,neutral,0.9052
youtube_comment,Superb  dance  and song miru inka elanti songes tiyali althe best,neutral,0.93
youtube_comment,❤👍💐🎉,neutral,0.9052
youtube_comment,Supper anna,neutral,0.8886
youtube_comment,❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤😊,neutral,0.9052
youtube_comment,Good love proposal song,neutral,0.8603
youtube_comment,Supar song❤❤❤,neutral,0.9353
youtube_comment,Super song anna❤❤🎉🎉,neutral,0.8984
youtube_comment,👌👌👌👌👌బామ్మరిదీ 🤣🤣🤣మా మామ కు 1000000000లైక్స్ 👌👌👌👌,neutral,0.8909
youtube_comment,"I would like to pop back in and point out that since Sony responded so apathetically, I've seen at least 6 major streamers post statements saying that they have intention to move forward with Sony.  And I've also personally ended my subscription.  Songo messed up.",negative,0.9533
youtube_comment,If there was a CoD campaign collection I would honestly be cool with that,neutral,0.9141
youtube_comment,"If we don’t cave does that mean Sony will cave ? 🧐🔮 





Guys Sony actually caves in 🎉 🔮 🙏😀 come back to this post and watch .",neutral,0.9285
youtube_comment,Meow,neutral,0.882
youtube_comment,Glad to hear you took a day off. You definitely deserve it. Family always comes first. Thanks for keeping us updated on all the news. Crazy times we're in. God bless stay safe.,positive,0.5537
youtube_comment,the xbox backwards disc rip thing to me is great in concept but its set to xbox 1 on up the games i want to do this with are my og xb and 360 not included.,neutral,0.9195
youtube_comment,"No disc, no buy.",neutral,0.9382
youtube_comment,A project that didn’t pull in a ton of profit? I still love mp4 but I wouldn’t die on that hill lol,neutral,0.8744
youtube_comment,Black Flag Resynched is the World's first AAAAA game!,neutral,0.8706
youtube_comment,Honestly been contemplating buying Digimon time strangers on switch instead or buying the DLC on PlayStation out of spite. Probably will just never play the dlc at this point,neutral,0.8971
youtube_comment,"if cartridges get too expensive... I think nintendo should do something like their famicom Disk System... pushing physical costs to consumers... rename nft and attach digital games to THAT... and if we want attach those digital games onto physical cartridges,,, even if it costs us an extra 5-10 dollars to turn our digital into a physical game.",neutral,0.8472
youtube_comment,"My thought process lately has been that I don't know if Nintendo will ever actually go full digital. Nintendo's a _toy company._ If they were gonna stop making physical games, I think the old guard would have to be literally dead first.",neutral,0.6452
youtube_comment,"""Goemon's Great Gathering! With probably the longest title I've ever seen...""

That's not the title. It's a list of games. It's a collection.",neutral,0.9173
youtube_comment,They should keep the discs and put a royalty on games that companies sell that way anytime a game transfers hands they will get a $.,neutral,0.9126
youtube_comment,"They are not digitizing any old discs for your PC.  This talk is insane, xbox is a ship burning and sinking and this makes $0 for microsoft and will cost them millions.  It is more likely they just turn off backwards compatibility.",negative,0.7003
youtube_comment,screw Sony aint buying shit from them.,neutral,0.8329
youtube_comment,You guys haven't posted the last 2 spawncasts on Spotify 😑😑,neutral,0.8915
youtube_comment,Doesitplay says black flag wont work.. no buy for me physically then,neutral,0.9037
youtube_comment,The death of physical media has led me to buying games I don't even plan on playing anytime soon. Just building that backlog rn,neutral,0.8832
youtube_comment,"LOL, trade in the physical disc that you own for a rental. This sounds like a wonderful idea. Anybody who voluntarily trades their Xbox discs for a license deserves to lose their library when Microsoft decides they are no longer worthy.",negative,0.6143
youtube_comment,Jyoti,neutral,0.8974
youtube_comment,This speaker phord is really horrible,neutral,0.9181
youtube_comment,Why everyweek speaks some mishappening of anyones life,negative,0.5961
youtube_comment,Why didn't you invite the past judges???!,neutral,0.7901
youtube_comment,Vote for anshika Chonkar,neutral,0.8951
youtube_comment,Tanishq shimla is  veri nice singer,neutral,0.8235
youtube_comment,Please dont insult things like speakers on worst singing..stop this nonsense,negative,0.4886
youtube_comment,Sony please stop this unseemly and undignified act of speaker phod performance. It is most indecent act by Badsha. Please keep the sentiments of audience too and give music its dignity,neutral,0.7411
youtube_comment,Sony tv new seise,neutral,0.9272
youtube_comment,Aditya is better suited to be a clown shameful behaviour.,neutral,0.7506
youtube_comment,Indian Idlers show promoting favourites not talented singers.Same monotonous singing and singers.,neutral,0.508
youtube_comment,The OG Amit sana is back ❤❤,neutral,0.6981
youtube_comment,Waiting for suro ka king Rock Star Pawandeep ❤❤Always our favorite best great singer ❤❤pawandeep and  Jyotimayee ka ak duet dekhna hai❤❤,neutral,0.6081
youtube_comment,Wrong its Platinum Jubile (75 Year)   Diamond (60 Year),neutral,0.6977
youtube_comment,Bakwaas bana Diya h show ko is vr,neutral,0.9002
youtube_comment,Aditya has gone mad and becoming intolerable. Can’t Soni get a better Anchor?,neutral,0.5801
youtube_comment,Waiting eagerly for Ashish 's performances tomorrow.  Please release his promos till then . Also please  give him good screen time.  He was hardly shown today.,neutral,0.9112
youtube_comment,Ye indian idol ka ye record sirf shreya mam ke vajah se hi bana h unke bina maja hi nhi aata h,neutral,0.7849
youtube_comment,"Badsha ji aap itna badhi baat kartey to  pl hamesa  contestants ki future ka sabal hey jo judgement  longey correct and fair decession  lo
 My vote fo Jyotirmayee.",neutral,0.8594
youtube_comment,"Sorry to write that Judge Badshae shud sit on the judge s chair
 properly. His sitting is not appreciable at all.",neutral,0.859
youtube_comment,Qwertyuiopasdfghjklzxcvbnm❤😂🎉😢😮😅😊,neutral,0.9052
youtube_comment,1:59,neutral,0.8821
youtube_comment,21:12 21:13 21:13 21:13 21:14 21:14 21:15 21:15,neutral,0.9097
youtube_comment,Khushbu dress up is the very bad,neutral,0.9051
youtube_comment,Sonia pizza curalan,neutral,0.8944
youtube_comment,16:10 inta tej bol rahe ho koi sun lega,neutral,0.9278
youtube_comment,Mujhe tum maon pasand ab toh sony pasand😢😢,neutral,0.9165
youtube_comment,❤😢😊,neutral,0.9052
youtube_comment,"Di 
Please prank video on moni",neutral,0.9344
youtube_comment,"Dii 
Please prank video on moni di",neutral,0.9373
youtube_comment,so cute   sisters,neutral,0.8061
youtube_comment,Soni Didi aap nikaljay to,neutral,0.9134
youtube_comment,😡😡😡😡,neutral,0.9052
youtube_comment,Anu❤❤❤❤❤😢😢😢😢😢❤😢❤😢😢❤😢❤😢❤😢😢❤😢❤😢❤😢😢❤❤😢😢😢❤😢❤😢😢❤😢❤🎉❤😢❤😢❤😢❤😢❤😢❤😢❤😢❤😢❤😢😢❤😢❤😢❤😢❤😢❤😢❤😢❤😢❤😢❤😢❤😢❤😢❤😢😢❤😢❤😢❤😢❤😢❤😢❤😢😢❤😢❤😢❤😢❤😢❤😢❤😢😢❤😢❤😢❤😢❤😢😢❤🎉🎉❤🎉❤🎉❤🎉❤🎉❤🎉❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,neutral,0.9052
youtube_comment,Vote for ritual,neutral,0.8941
youtube_comment,Soni didi this is your house😊,neutral,0.91
youtube_comment,😢😢😢😢😢,neutral,0.9052
youtube_comment,Will this be on physical 4K 📀? Only thing I’m worried about.😊,neutral,0.9311
youtube_comment,Can't wait to watch it,neutral,0.9103
youtube_comment,Been a PlayStation fanboy since PS1 but I've moved on to PC gaming,neutral,0.9197
youtube_comment,galaxy z flip 8 revealed...!!,neutral,0.9176
youtube_comment,where the fk is Mark?,neutral,0.6585
youtube_comment,"You can't hide behind Spider-Man  Sony, we know what you're trying to do!",neutral,0.9022
youtube_comment,Where is my disc sony!!!!!,neutral,0.7422
youtube_comment,Anyone know the numbers of likes and dislikes?,neutral,0.8793
youtube_comment,"this movie gonna be peak, also physical games Sony!",neutral,0.9121
youtube_comment,"Will I be able to buy it on 💿.


Distracting us with spidey won't help you",neutral,0.5032
youtube_comment,All we wanted was a Brand New Physical disc for Spider-Man games!,neutral,0.882
youtube_comment,Amazing ❤,neutral,0.8777
youtube_comment,Guys if don’t buy anything if it’s not the physical disc 🙌✨,neutral,0.9197
youtube_comment,You know what… I’m just going to say it… we want physical disc 😅,neutral,0.9289
youtube_comment,Spiderman would defend our physical games,neutral,0.8801
youtube_comment,"When your most anticipated movie of the summer is eclipsed by hate comments by an unpopular decision.

A literal ""The Odyssey, hold my beer"" moment.",negative,0.5378
youtube_comment,"I was going to see this movie in the cinema.
Now...

Where be the disks?",neutral,0.846
youtube_comment,"Cant wait for this to be removed from by digital libary after i ""puchased"" it.
Digital ownership and disks now!",neutral,0.9085
youtube_comment,"Don't you remember what eneded xbox?
Disks or GTFO!",neutral,0.9367
youtube_comment,Spiderman would fight for disks!!!,neutral,0.9056
youtube_comment,"Glad some countries are Suing Sony, but we need to keep fighting back!
#BoycottPlayStation #DoNotBuyGTA6 #KeepPhysicalMediaAlive",neutral,0.8883
youtube_comment,"I already regrated buying a ps5 that I only bought 4 games for. let them drop physical, between 1000 dollar consoles and taking 6 or 7 years to put out a couple games that are worth playing. theres no point in consoles anymore",neutral,0.8487
youtube_comment,That shirt is fxckin awesome. An iconic cover image.,neutral,0.8607
youtube_comment,"Honestly, it's fun keeping up on this, because I have no idea how things will turn out.  On one hand, trends are definitely pointing to people accepting all-digital consoles.  Even if Sony isn't as reliable as Steam, the fact that there is already a successful digital console at all means that the transition could work.

But on the other hand, when Sony needed to approach this crossroads carefully, instead they just arrogantly antagonized the player base, and they'll be remembered for that.  Even once the scandal isn't the new fresh thing anymore, this is how people see Sony now.

And then there's the untenable price of the PS6.  And the fact that hard drive space is expensive.  And the fact that internet is inconsistent for a lot of people doomed Stadia, and now Sony wants to rely on it.  Sure there will still be demand for a PS6 (if there still is one) but if the logistics of the console don't add up, then the sales will drop.  These products CAN fail.  So who knows?",neutral,0.6868
youtube_comment,"Yup the only thing that will stop them is if we vote with our wallets. I have loved gta in all its iterations but they are part of the problem. So for the first time ever im going to sit out. And that goes fo r playstation as well. Theres still a lifetime of amazing games that i never had time to play.i dont need ps6 graffix, i dont even need ps5 graffix. Im still playing ps4 and am starting to go backwards. Play all the games i never had time to play buyinh physical games wherever i can get them and if i cant get them then  find the myriad of ways to get digital versions on unlocked systems for pennies on the dollar. F playstation and any company that is pushing this ""you will own nothing and be happy bullshit agenda"" dont let this bullshit future happen",neutral,0.8725
youtube_comment,Making people pay extra for disc trays only to discontinue the disc (after being sued for online vs disc prices anyway) just about sums up the absolute money grab that calls itself Sony.,neutral,0.7567
youtube_comment,Keep telling the truth brother 🙏 ❤❤❤❤,neutral,0.8985
youtube_comment,No one cares whether the lawsuit takes time or not. Boycotting them will teach them a lesson. Just don’t buy anything from them anymore.,neutral,0.6
youtube_comment,"No. It wont take that long. It wont take that long because the way Sony is going about it, removes choice. Epic and apple gave people choices. But sony wouldnt give a choice. So.. should not take that long.. unless the folks in the court are in the pocket of Sony..",neutral,0.8826
youtube_comment,That Spider-Man shirt goes hard,neutral,0.772
youtube_comment,Have others sell game keys that would be slightly better because gamers will pay less just like on pc,neutral,0.764
youtube_comment,"The Dutch lawsuit isn't new: that started more than a year ago. It's for the same reason (fighting the monopoly), but content creators present this as something that happens because of Sony's recent decision. Just keeping the facts straight.",neutral,0.8498
youtube_comment,"A better outcome; Let them do their thing, and you vote with your wallet. No money, no Playstation and Sony after a while. Company might go bankrupt after a few years but other companies learn that if you poke the hornets nest long enough, you'll get stung.

Sadly that outcome isn't going to happen because investors and some people buying everything Sony does, even if they hate it.",neutral,0.5901
youtube_comment,I actually own the comic that’s based on your shirt.,neutral,0.9301
youtube_comment,"There is only ONE lawyer that can handle this 
If you know you know",neutral,0.9203
youtube_comment,That's why sony already moved forward with the plan. The judge will definitely say it's to far along and would cost more to go back to physical media. Gamers need to stop supporting Sony. That's the only way anything will change.,neutral,0.7133
youtube_comment,"Yeah, it’s not gonna work though…. It’s the same logic why the UK couldn’t stop Sony if they wanted to…. It’s Sony’s right to distribute the product as they see fit that’s all there to it",neutral,0.9165
youtube_comment,"Sony did not consider and went ahead. If they have to roll back, it’s their own loss and fault. Don’t fix what’s not broken.",neutral,0.6074
youtube_comment,Thanks for telling us the truth instead of making us feel anything.,neutral,0.768
youtube_comment,"Ok but what is to stop a judge from saying something like ""theres nothing illegal about switching to digital only"" and that just being it? I mean technically they could argue the lawsuit is premature as they havent actually gone digital only yet merely just announced that they planned to. They could even just lie in court and say oh that plan might change and thats it lawsuit done. Now me personally I love physical games and I definitely wouldnt want to buy a discless game system. However I dont have a ton of money so $300 xbox digital only series s beat $500+ disc version series x or not getting one at all. At least there was an option though more or less. Going digital only fully removes that option. Its not only terrible for consumers but terrible for game preservation since we will definitely lose access to those games indefinitely in the future.",neutral,0.7585
youtube_comment,SRM,neutral,0.9137
youtube_comment,SRM ANNAKU HELP PANNUNGA A2D ANNA 🥺🥺🥺🥺🥺😭😭😭😭😭😭😭😭😭,neutral,0.927
youtube_comment,Please beo,neutral,0.8841
youtube_comment,Bro srm bro ku help pannunga bro,neutral,0.9125
youtube_comment,Srm😂😂😢😢😢😢,neutral,0.9052
youtube_comment,srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭srm 😭😭😭😭😭😭,neutral,0.9383
youtube_comment,srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭srm 😭😭😭😭😭😭srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm srm 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭srm 😭😭😭😭😭😭,neutral,0.937
youtube_comment,Justice for srm😢😢,neutral,0.8445
youtube_comment,Help srm,neutral,0.9006
youtube_comment,Anna srm broku help pannunga😢,neutral,0.8859
youtube_comment,Av receivers targeting ❤❤❤,neutral,0.9335
youtube_comment,Srm help🥺🥺🥺🥺,neutral,0.929
youtube_comment,Anna srm help pls 😭😭😭😭,neutral,0.9305
youtube_comment,Adhu pinnadi varadhu pakki..side left side right...pinnadiku varadhu SBR SBL 😂 theriyati 5.1 system ellam pesa kudadhu,neutral,0.9459
youtube_comment,Justice for srm gaming 😢,neutral,0.9143
youtube_comment,Yanda badus dolby sound la dolby atmos sound poduringa chee,neutral,0.9128
youtube_comment,காரணம்,neutral,0.9052
youtube_comment,Switching to pc last year was the best decision i ever made.,neutral,0.8619
youtube_comment,The hell with it. I'll grab a game on my shelf and play some PS3.,neutral,0.9001
youtube_comment,Xbox Better,neutral,0.9149
youtube_comment,"i'll walk away no problems from PoopStation, i will just buy disc on XBOX series X, if they don't do disc i will buy carts for my Switch 2, if they go digital i will just be a full time PC gamer.
You have no hold on me Jewstation, i'll take the thousands i spend annually on your slop and put it to other companies, not only have i cancelled my PSPlus subscription i have cancelled my pre order of wolverine and GTA6 and will not purchase the PS6, i'm even going further by turning my family, workmates and friends against Playstation and they are on board to boycott as well. teeheehee Fck you Sony.",neutral,0.7012
youtube_comment,The only thing I hate more than Square Enix right now is Playstation,negative,0.5362
youtube_comment,Imagine the sale price of a Playstation game being the full development cost next.,neutral,0.9171
youtube_comment,Banning supporters? Thats disgusting. The PlayStation we grew up loving has been dead for years.,negative,0.6251
youtube_comment,Still working while sick Dreamcast guy you are a trooper,neutral,0.8137
youtube_comment,"I sold me ps4 3 years ago, bought a PC before the ram ""problem"" signed to GOG. Never looked back, i still have me ps3, 2 and 1 for the good old times.",neutral,0.8981
youtube_comment,even if there where disc i would not buy a ps6 nor a xbox helix i'm sticking to my ps5-pro/xbox series x anyways what is coming out and old is enough for that system i don't need more what is not needed i don't care about digital only i never bought physical anyways i just bought a game or on store or on gamivo/eneba there it's mostly cheaper i wil not look at a disc constantly if i had a disc i would install it and put the disc away i don't care about PHYSICAL they need to let us keep our singleplayer games and just not remove it i'm fine with DIGITAL only i wil never buy the game in ps store anyways if its higher price i wil always get it cheaper on gamivo/eneba ad that key to my account.,neutral,0.9272
youtube_comment,No disc means no buy.,neutral,0.9338
youtube_comment,$450 million is just a drop in the bucket for a $122 billion company. It's just lawyers and corporations jerking eachother off while we get screwed.,negative,0.8973
youtube_comment,all that bootlicking you were doing for sony.. im glad you all are eating crow! your tears taste so good to me.. :),neutral,0.8643
youtube_comment,You cant sue Sony to force them to keep making physical discs for you this is getting beyond dumb🤣,negative,0.7451
youtube_comment,Sony PlayStation is on their villain arch right now,negative,0.6937
youtube_comment,"It doesn't really matter do you need to be sued they need to be suited because they are becoming criminals people's movies and park in your money and now they're not going to guarantee you on digital games you're going to own it another threatened people's PlayStation accounts it doesn't matter you can spin over more than 30 years on PlayStation and you can be a die-hard fan and you might have been over morning 100,000 all the things you bought all the games and movies and shows everything you bought from your console they're just already sold it it doesn't matter what customer every customer every consumer it doesn't matter Europe America it doesn't matter United Kingdom France Germany Spain Italy Portugal Asteria Hungaria Belgium Denmark Norway Sweden Finland Iceland Greenland Canada Mexico Brazil to Australia New Zealand Tasmania it doesn't matter where you are in the world in the world if you bought some digital games and you bought stuff digitally and they stole it from you yes I feel like they should be on a lawsuit and I feel like they should owe you back wherever they took from you reimburse you or bring back your movies TV shows games and other stuff they pretty much told from you for me I would say they will need to answer to the consumers who bought their products instead of treating us like dumb little kids yeah we might be dumb little kids in the past but it's robbery it's highway robbery it's even worse in Japanese Yakuza least they understand honor and loyalty",neutral,0.9057
youtube_comment,DreamcastGuy back from Montreal already....,positive,0.5577
youtube_comment,"This guy has made basically same video three times in a row. 

Content is tough when everything's dead.",neutral,0.843
youtube_comment,I remember getting a mp3 player back in the day and being so angry I couldn't use my CDs or cassettes with it.  People seemed to really like digital music,neutral,0.8256
youtube_comment,I remember when I was a kid I had a gray box that I put games in and played games.  It didn't matter what the CEO of Nintendo had for lunch.,neutral,0.8857
