source,text,sentiment,confidence
youtube_comment,"వాడొకడు ఉన్నాడు దరిద్రుడు ఎలాన్ మాస్క్ అని వాడు చేసాడు 

ఫస్ట్ వాడికి డబ్బు రావడానికి ఏమైనా చెప్తాడు ఫస్ట్ క్రిప్టో అన్నాడు సాఫ్ట్వేర్ వాళ్ళని ముంచాడు తరువాత ai అన్నాడు వాడిని చూసీ samlatmen చాట్ gpt అన్ని మార్చేస్తుంది అన్నాడు ఆంత్రోపిక్ పోటీ వచ్చేసరికి ఇద్దరికి పెద్ద సమస్య వచ్చింది",neutral,0.8681
youtube_comment,Irreplaceable,neutral,0.9055
youtube_comment,good news,positive,0.8369
youtube_comment,🎉,neutral,0.9052
youtube_comment,కాలేజీ లో సీట్స్ కలి అయ్యాయని ఇదో డ్రామానా 😂😂😂,neutral,0.8877
youtube_comment,కాలేజీ లో సేత కలి అయ్యాయని ఇదో డ్రామానా😂😂😂,neutral,0.8863
youtube_comment,"Bro reality i will say, my friends work in Microsoft, they wanted copilot to be in level of claude so instead feeding data to claude they feed it to copilot, make operations easier, they are not removing ai",neutral,0.8972
youtube_comment,irreplaceable,neutral,0.9055
youtube_comment,Irriplaceble,neutral,0.9378
youtube_comment,Irreparable,negative,0.9049
youtube_comment,"It's True , Even my client earlier giving unlimited Claude tokens but now they have limited 😅",neutral,0.8733
youtube_comment,Ai just work efficiently quick ga vuntundi. Perfect ga vundodhu and AI is most dangerous capture data at backend.,neutral,0.8571
youtube_comment,Can we save it??,neutral,0.897
youtube_comment,It's saying PRODUCT DEACTIVATE so what to do,neutral,0.927
youtube_comment,Here in NZ I bought Office 2019 (full enterprise version) for $1.   Does everything I need anyway.  Lifetime license.,neutral,0.9194
youtube_comment,Ohh thanks so much...n me i would like to learn how to do affiliate marketing step by step ive trying but cant get it right please.....from SA,neutral,0.8429
youtube_comment,This actually worksss,neutral,0.8545
youtube_comment,1700 sea shanties my guy,neutral,0.8687
youtube_comment,Does it work offline ????,neutral,0.9245
youtube_comment,Not free anymore,neutral,0.7812
youtube_comment,Hahaha still it demanding license key,neutral,0.6876
youtube_comment,Not free. It is trial version for 5 days 😂😂😂,neutral,0.9431
youtube_comment,TYSM IT WORKED❤,neutral,0.8618
youtube_comment,it did not work,neutral,0.8148
youtube_comment,I just tried this. It does absolutely nothing. I don't know how an app would even BE on my laptop to activate in the first place.,neutral,0.9114
youtube_comment,"Nope, I tried this on my Windows Laptop and it does not work.",neutral,0.6819
youtube_comment,It didn't work for me,neutral,0.7649
youtube_comment,It worked until i tried to log back into it and it kept saying 'claim your office 2024 for free' and took me to microsoft which locked the presentation until i paid £250 to use microsoft office 2024...,neutral,0.8764
youtube_comment,"Office 2024 at Microsoft partner Hypestkey, a retail license can be reactivated if you change your PC",neutral,0.9343
youtube_comment,False,neutral,0.883
youtube_comment,That’s BS,neutral,0.8268
youtube_comment,Not working,neutral,0.8729
youtube_comment,"The usb c port on the right looks kind of bigger, maybe its got some new functionality.",positive,0.5135
youtube_comment,"Well, good thing I finally gave up waiting on a successor to the Surface Studio Laptop and bought a Surface Laptop earlier this year. Goddammit.

But who am I kidding, at this rate we'll be globally out of the resources to actually build this, let alone ship it, and the US will have declared war on Europe.",negative,0.7927
youtube_comment,please make an RGB gamer version of the spark subset of laptops.,neutral,0.945
youtube_comment,"Hopefully, all the companies that make Windows software are making their software work with the new chip.",neutral,0.6548
youtube_comment,"MacBook Pro M3, M4, M5 made you to wake up. Too late. Next time don't delay innovations and don't hold the technology due to profits.Have faith, technology will find its way to break through the limits, just release it",neutral,0.8705
youtube_comment,"You can make all the cool videos that you want. Grown people want to know details: performance, flops, temperatures, battery, real things, not cool videos.
You guys were delaying innovation for decades already and decided to do something only after Apple crushed you with their chips.
Why are you leaving Microsoft (including xbox) so behind when you have been advertising quantum technology? It doesn't make sense even if you wan to lecture eme about producing and economies... no thanks",neutral,0.8755
youtube_comment,Only $2999 sir!,neutral,0.918
youtube_comment,Can't wait to slap Linux on this.,neutral,0.8918
youtube_comment,"Cosy have Q&A , Is it suitable for animator 2D/3D, play games and stream??

I was thinking of buy this product in the future plus I still study on course Animation and Multimedia. 

🌀👅🌀💻",neutral,0.9301
youtube_comment,"Meh, I have an ASUS X13 already, whatever.",neutral,0.9178
youtube_comment,WILL IT BE SOLD IN INDIA ?,neutral,0.9323
youtube_comment,CPU (ARM) run games (x86) ?,neutral,0.9284
youtube_comment,"it's inheirt some design of the surface laptop studio, and it's bad design. its create a weird curve that look really ugly.",negative,0.8452
youtube_comment,lets see where this goes,neutral,0.9303
youtube_comment,insane,neutral,0.8447
youtube_comment,amazing 100,neutral,0.8434
youtube_comment,I am still rocking the Surface Pro 4.,neutral,0.7663
youtube_comment,"Looks very nice. Probably gonna start at at least 4.000 USD, so unattainable.",neutral,0.7122
youtube_comment,Microslop,neutral,0.9413
youtube_comment,Made ts faster than gta 6,neutral,0.7652
youtube_comment,Microsoft has become all things to all people,neutral,0.9056
youtube_comment,thank you microsoft for vscode,neutral,0.7216
youtube_comment,什么时候实装？,neutral,0.8986
youtube_comment,So boring and so bad. Just a clean windows would be good. The worst was the presentation of Tanaya...Couldn't be more meaningless and so forced.,negative,0.8406
youtube_comment,"no one needs this accept the kids
to play with",neutral,0.9178
youtube_comment,So who is going to pay for all those tokens used. And what is the price point here.,neutral,0.8007
youtube_comment,"DGX spark is put on Laptop and called RTX spark, not innovation but new form factor.",neutral,0.9165
youtube_comment,"strong claims about water usage, need independent verification to convince me.",neutral,0.7507
youtube_comment,These new features are very sloppy indeed!,negative,0.6351
youtube_comment,Microslop is a terrible thing to eat,negative,0.7622
youtube_comment,For thees innovations to work the operating system has to be reliable. Good luck getting Microsoft to convince people. We have been burned before. Microslop.,neutral,0.854
youtube_comment,Wait did I miss this or am I early?,neutral,0.565
youtube_comment,Slop,neutral,0.8985
youtube_comment,I love your,neutral,0.8728
youtube_comment,"Is this Pr to Encourage investment in your stocks or really something made.
Because 1 yr ago you already made this but it is not in market yet.🤔",neutral,0.9226
youtube_comment,Quantam chip is a fraud,neutral,0.9405
youtube_comment,When will windows be less buggy,neutral,0.8921
youtube_comment,"“Innovation starts here! 🚀 Opening the future with Satya, Microsoft Build 2026!”💖",neutral,0.81
youtube_comment,"AI & WEB is the future Of Super Computing! (G?D),,,And MS has not got a clue!!! (G?D)",neutral,0.9391
youtube_comment,SAAAR SAAAAARRRR DO NOT REDEEEEMMMMM,neutral,0.9305
youtube_comment,Update Edge for windows phone.,neutral,0.931
youtube_comment,What !!!?,neutral,0.556
youtube_comment,"cannot afford your dream, lost my job to AI.",negative,0.7567
youtube_comment,"""push"" the new co pilot ai energy guzzler cpu to the consumer, spread the energy load from your own data centers, still charging for ai slop..............................stop this nonsense, BOYS!",neutral,0.9017
youtube_comment,holy view bot,neutral,0.9253
youtube_comment,Pls have some hair atleast .. beard or scalp,neutral,0.8152
youtube_comment,"Oh wow, so many things nobody asked for",neutral,0.8698
youtube_comment,Fixing windows? 🤣,neutral,0.8821
youtube_comment,Transfer movies & tv to Fandango.,neutral,0.933
youtube_comment,These are the highlights 😂😅. everything we were told to clap for ... What a mess.,negative,0.9055
youtube_comment,Copilot equipped with Autopilot.,neutral,0.8903
youtube_comment,Can you return WordPad and make it support MD files?,neutral,0.9206
